CustomerID,TotalOrders,TotalQuantity,TotalSpent,AverageUnitPrice,AverageCartSize,PricePerItem,CartUtilization,IsReferred,UniqueProducts,PaymentMethod_Cash,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,ReferralSource_Email,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral,OrderStatus_Cancelled,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,AverageOrderValue,AverageQuantityPerOrder,SpendPerProduct,Cluster
C21437,1,1,222.73,222.73,4.0,222.73,0.25,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,222.73,1.0,222.73,3
C21665,1,4,1700.72,425.18,8.0,425.18,0.5,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1700.72,4.0,1700.72,1
C21905,1,1,298.06,298.06,3.0,298.06,0.3333333333333333,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,298.06,1.0,298.06,3
C21944,1,5,297.75,59.55,6.0,59.55,0.8333333333333334,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,297.75,5.0,297.75,0
C21953,1,2,250.46,125.23,3.0,125.23,0.6666666666666666,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,250.46,2.0,250.46,3
C22101,1,2,265.2,132.6,4.0,132.6,0.5,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,265.2,2.0,265.2,3
C22123,1,1,672.89,672.89,1.0,672.89,1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,672.89,1.0,672.89,3
C22167,1,5,2178.3,435.66,9.0,435.66,0.5555555555555556,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2178.3,5.0,2178.3,1
C22429,1,4,604.8,151.2,9.0,151.2,0.4444444444444444,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,604.8,4.0,604.8,0
C22534,1,1,529.19,529.19,5.0,529.19,0.2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,529.19,1.0,529.19,3
C22657,1,3,1901.91,633.97,7.0,633.97,0.4285714285714285,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1901.91,3.0,1901.91,1
C22783,1,4,2771.64,692.91,9.0,692.91,0.4444444444444444,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2771.64,4.0,2771.64,1
C22919,1,1,195.86,195.86,3.0,195.86,0.3333333333333333,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,195.86,1.0,195.86,3
C22981,1,3,472.2,157.4,7.0,157.4,0.4285714285714285,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,472.2,3.0,472.2,0
C22991,1,1,252.68,252.68,1.0,252.68,1.0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,252.68,1.0,252.68,3
C23279,1,2,87.34,43.67,4.0,43.67,0.5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,87.34,2.0,87.34,3
C23334,1,1,331.06,331.06,5.0,331.06,0.2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,331.06,1.0,331.06,3
C23405,1,4,2780.4,695.1,8.0,695.1,0.5,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2780.4,4.0,2780.4,1
C23555,1,4,1633.44,408.36,4.0,408.36,1.0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1633.44,4.0,1633.44,1
C23637,1,1,553.56,553.56,5.0,553.56,0.2,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,553.56,1.0,553.56,3
C23899,1,5,1358.45,271.69,7.0,271.69,0.7142857142857143,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1358.45,5.0,1358.45,0
C23917,1,1,127.55,127.55,3.0,127.55,0.3333333333333333,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,127.55,1.0,127.55,3
C23947,1,1,120.98,120.98,6.0,120.98,0.1666666666666666,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,120.98,1.0,120.98,3
C23978,1,1,576.35,576.35,1.0,576.35,1.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,576.35,1.0,576.35,3
C24047,1,4,937.8,234.45,9.0,234.45,0.4444444444444444,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,937.8,4.0,937.8,0
C24212,1,3,322.08,107.36,5.0,107.36,0.6,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,322.08,3.0,322.08,0
C24301,1,2,1284.08,642.04,4.0,642.04,0.5,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1284.08,2.0,1284.08,3
C24347,1,2,646.9,323.45,5.0,323.45,0.4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,646.9,2.0,646.9,3
C24369,1,3,1079.19,359.73,7.0,359.73,0.4285714285714285,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1079.19,3.0,1079.19,0
C24751,1,5,2506.3,501.26,10.0,501.2600000000001,0.5,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2506.3,5.0,2506.3,1
C24765,1,2,719.72,359.86,4.0,359.86,0.5,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,719.72,2.0,719.72,3
C24769,1,2,57.1,28.55,7.0,28.55,0.2857142857142857,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,57.1,2.0,57.1,0
C24884,1,1,260.26,260.26,5.0,260.26,0.2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,260.26,1.0,260.26,3
C24901,1,3,299.7,99.9,8.0,99.9,0.375,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,299.7,3.0,299.7,0
C25110,1,2,126.42,63.21,4.0,63.21,0.5,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,126.42,2.0,126.42,3
C25123,1,1,629.21,629.21,2.0,629.21,0.5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,629.21,1.0,629.21,3
C25149,1,4,1054.48,263.62,5.0,263.62,0.8,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1054.48,4.0,1054.48,0
C25162,1,2,688.36,344.18,7.0,344.18,0.2857142857142857,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,688.36,2.0,688.36,3
C25268,1,1,665.11,665.11,3.0,665.11,0.3333333333333333,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,665.11,1.0,665.11,3
C25276,1,5,3313.9,662.78,9.0,662.78,0.5555555555555556,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3313.9,5.0,3313.9,1
C25316,1,2,79.06,39.53,3.0,39.53,0.6666666666666666,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,79.06,2.0,79.06,3
C25382,1,5,454.35,90.87,5.0,90.87,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,454.35,5.0,454.35,0
C25406,1,1,161.24,161.24,3.0,161.24,0.3333333333333333,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,161.24,1.0,161.24,3
C25445,1,5,658.5,131.7,8.0,131.7,0.625,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,658.5,5.0,658.5,0
C25503,1,2,211.14,105.57,5.0,105.57,0.4,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,211.14,2.0,211.14,3
C25534,1,5,984.2,196.84,5.0,196.84,1.0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,984.2,5.0,984.2,0
C25580,1,4,1563.36,390.84,9.0,390.84,0.4444444444444444,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1563.36,4.0,1563.36,1
C25587,1,4,48.4,12.1,8.0,12.1,0.5,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,48.4,4.0,48.4,0
C25783,1,5,1253.4,250.68,8.0,250.68,0.625,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1253.4,5.0,1253.4,0
C25841,1,3,904.65,301.55,5.0,301.55,0.6,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,904.65,3.0,904.65,0
C25918,1,5,666.95,133.39,6.0,133.39,0.8333333333333334,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,666.95,5.0,666.95,0
C25967,1,5,1709.8,341.96,6.0,341.96,0.8333333333333334,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1709.8,5.0,1709.8,1
C26118,1,2,144.78,72.39,7.0,72.39,0.2857142857142857,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,144.78,2.0,144.78,0
C26137,1,2,856.18,428.09,6.0,428.09,0.3333333333333333,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,856.18,2.0,856.18,3
C26152,1,2,972.7,486.35,6.0,486.35,0.3333333333333333,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,972.7,2.0,972.7,3
C26163,1,5,625.1,125.02,9.0,125.02,0.5555555555555556,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,625.1,5.0,625.1,0
C26188,1,1,618.68,618.68,6.0,618.68,0.1666666666666666,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,618.68,1.0,618.68,3
C26210,1,3,1334.25,444.75,6.0,444.75,0.5,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1334.25,3.0,1334.25,1
C26223,1,1,657.07,657.07,4.0,657.07,0.25,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,657.07,1.0,657.07,3
C26340,1,2,369.2,184.6,7.0,184.6,0.2857142857142857,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,369.2,2.0,369.2,0
C26364,1,4,1314.24,328.56,4.0,328.56,1.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1314.24,4.0,1314.24,0
C26445,1,3,1500.24,500.08,6.0,500.08,0.5,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1500.24,3.0,1500.24,1
C26637,1,5,869.8,173.96,8.0,173.95999999999998,0.625,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,869.8,5.0,869.8,0
C26718,1,4,1052.36,263.09,8.0,263.09,0.5,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1052.36,4.0,1052.36,0
C26767,1,1,303.6,303.6,5.0,303.6,0.2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,303.6,1.0,303.6,3
C26817,1,2,268.56,134.28,2.0,134.28,1.0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,268.56,2.0,268.56,3
C26966,1,5,1872.9,374.58,10.0,374.58,0.5,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1872.9,5.0,1872.9,1
C27070,1,4,2612.52,653.13,8.0,653.13,0.5,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2612.52,4.0,2612.52,1
C27072,1,3,463.11,154.37,4.0,154.37,0.75,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,463.11,3.0,463.11,0
C27078,1,5,1181.9,236.38,7.0,236.38,0.7142857142857143,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1181.9,5.0,1181.9,0
C27202,1,5,3267.35,653.47,10.0,653.47,0.5,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3267.35,5.0,3267.35,1
C27203,1,5,1040.85,208.17,6.0,208.17,0.8333333333333334,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1040.85,5.0,1040.85,0
C27305,1,2,1390.58,695.29,6.0,695.29,0.3333333333333333,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1390.58,2.0,1390.58,1
C27401,1,3,1619.73,539.91,8.0,539.91,0.375,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1619.73,3.0,1619.73,1
C27430,1,5,474.25,94.85,6.0,94.85,0.8333333333333334,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,474.25,5.0,474.25,0
C27435,1,5,2104.9,420.98,7.0,420.98,0.7142857142857143,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2104.9,5.0,2104.9,1
C27438,1,1,70.32,70.32,4.0,70.32,0.25,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,70.32,1.0,70.32,3
C27613,1,4,2462.6,615.65,9.0,615.65,0.4444444444444444,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2462.6,4.0,2462.6,1
C27898,1,5,2513.55,502.71,7.0,502.71,0.7142857142857143,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2513.55,5.0,2513.55,1
C28049,1,2,1293.38,646.69,7.0,646.69,0.2857142857142857,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1293.38,2.0,1293.38,1
C28152,1,3,1714.59,571.53,6.0,571.53,0.5,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1714.59,3.0,1714.59,1
C28386,1,1,277.09,277.09,2.0,277.09,0.5,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,277.09,1.0,277.09,3
C28406,1,1,23.53,23.53,2.0,23.53,0.5,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.53,1.0,23.53,3
C28552,1,2,29.86,14.93,4.0,14.93,0.5,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,29.86,2.0,29.86,3
C28648,1,4,1895.44,473.86,7.0,473.86,0.5714285714285714,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1895.44,4.0,1895.44,1
C28712,1,2,303.32,151.66,6.0,151.66,0.3333333333333333,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,303.32,2.0,303.32,0
C28740,1,3,1670.97,556.99,4.0,556.99,0.75,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1670.97,3.0,1670.97,1
C28828,1,3,395.88,131.96,8.0,131.96,0.375,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,395.88,3.0,395.88,0
C28889,1,3,258.87,86.29,6.0,86.29,0.5,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,258.87,3.0,258.87,0
C28893,1,1,620.21,620.21,1.0,620.21,1.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,620.21,1.0,620.21,3
C28976,1,2,1067.62,533.81,3.0,533.81,0.6666666666666666,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1067.62,2.0,1067.62,3
C29041,1,3,1768.68,589.56,6.0,589.5600000000001,0.5,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1768.68,3.0,1768.68,1
C29059,1,3,1503.9,501.3,3.0,501.3,1.0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1503.9,3.0,1503.9,1
C29063,1,5,478.75,95.75,8.0,95.75,0.625,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,478.75,5.0,478.75,0
C29072,1,2,687.98,343.99,4.0,343.99,0.5,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,687.98,2.0,687.98,3
C29092,1,4,60.04,15.01,6.0,15.01,0.6666666666666666,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,60.04,4.0,60.04,0
C29314,1,2,788.6,394.3,6.0,394.3,0.3333333333333333,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,788.6,2.0,788.6,3
C29318,1,1,24.48,24.48,1.0,24.48,1.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,24.48,1.0,24.48,3
C29405,1,2,448.74,224.37,3.0,224.37,0.6666666666666666,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,448.74,2.0,448.74,3
C29416,1,1,150.17,150.17,1.0,150.17,1.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,150.17,1.0,150.17,3
C29432,1,3,1406.22,468.74,4.0,468.74,0.75,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1406.22,3.0,1406.22,1
C29467,1,1,191.76,191.76,1.0,191.76,1.0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,191.76,1.0,191.76,3
C29483,1,4,1222.88,305.72,5.0,305.72,0.8,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1222.88,4.0,1222.88,0
C29568,1,4,194.44,48.61,7.0,48.61,0.5714285714285714,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,194.44,4.0,194.44,0
C29620,1,1,460.13,460.13,1.0,460.13,1.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,460.13,1.0,460.13,3
C29685,1,5,1923.45,384.69,6.0,384.69,0.8333333333333334,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1923.45,5.0,1923.45,1
C29697,1,1,401.82,401.82,5.0,401.82,0.2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,401.82,1.0,401.82,3
C29701,1,3,61.62,20.54,3.0,20.54,1.0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,61.62,3.0,61.62,0
C29703,1,4,2790.0,697.5,7.0,697.5,0.5714285714285714,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2790.0,4.0,2790.0,1
C29758,1,2,798.64,399.32,6.0,399.32,0.3333333333333333,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,798.64,2.0,798.64,3
C29844,1,2,877.24,438.62,3.0,438.62,0.6666666666666666,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,877.24,2.0,877.24,3
C29885,1,3,568.32,189.44,4.0,189.44000000000003,0.75,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,568.32,3.0,568.32,0
C29905,1,2,1067.9,533.95,5.0,533.95,0.4,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1067.9,2.0,1067.9,3
C29914,1,1,133.39,133.39,2.0,133.39,0.5,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,133.39,1.0,133.39,3
C29931,1,4,612.36,153.09,4.0,153.09,1.0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,612.36,4.0,612.36,0
C30010,1,3,382.23,127.41,7.0,127.41,0.4285714285714285,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,382.23,3.0,382.23,0
C30168,1,3,933.99,311.33,3.0,311.33,1.0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,933.99,3.0,933.99,0
C30184,1,1,427.06,427.06,1.0,427.06,1.0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,427.06,1.0,427.06,3
C30334,1,2,267.1,133.55,7.0,133.55,0.2857142857142857,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,267.1,2.0,267.1,0
C30411,1,4,2551.16,637.79,9.0,637.79,0.4444444444444444,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2551.16,4.0,2551.16,1
C30477,1,1,201.58,201.58,2.0,201.58,0.5,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,201.58,1.0,201.58,3
C30513,1,1,586.44,586.44,5.0,586.44,0.2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,586.44,1.0,586.44,3
C30643,1,3,918.87,306.29,7.0,306.29,0.4285714285714285,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,918.87,3.0,918.87,0
C30686,1,4,1614.32,403.58,9.0,403.58,0.4444444444444444,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1614.32,4.0,1614.32,1
C30711,1,1,278.66,278.66,2.0,278.66,0.5,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,278.66,1.0,278.66,3
C30722,1,5,1333.9,266.78,5.0,266.78000000000003,1.0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1333.9,5.0,1333.9,0
C30923,1,1,654.27,654.27,2.0,654.27,0.5,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,654.27,1.0,654.27,3
C30955,1,4,167.6,41.9,9.0,41.9,0.4444444444444444,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,167.6,4.0,167.6,0
C31072,1,4,916.4,229.1,8.0,229.1,0.5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,916.4,4.0,916.4,0
C31105,1,1,583.99,583.99,2.0,583.99,0.5,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,583.99,1.0,583.99,3
C31371,1,2,507.36,253.68,6.0,253.68,0.3333333333333333,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,507.36,2.0,507.36,3
C31412,1,4,2042.32,510.58,7.0,510.58,0.5714285714285714,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2042.32,4.0,2042.32,1
C31501,1,3,1764.15,588.05,8.0,588.0500000000001,0.375,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1764.15,3.0,1764.15,1
C31668,1,5,569.35,113.87,6.0,113.87,0.8333333333333334,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,569.35,5.0,569.35,0
C31761,1,4,2600.16,650.04,6.0,650.04,0.6666666666666666,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2600.16,4.0,2600.16,1
C31764,1,1,655.09,655.09,6.0,655.09,0.1666666666666666,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,655.09,1.0,655.09,3
C31772,1,1,693.41,693.41,4.0,693.41,0.25,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,693.41,1.0,693.41,3
C31810,1,1,178.44,178.44,2.0,178.44,0.5,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,178.44,1.0,178.44,3
C31946,1,4,2037.52,509.38,6.0,509.38,0.6666666666666666,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2037.52,4.0,2037.52,1
C32011,1,1,628.89,628.89,2.0,628.89,0.5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,628.89,1.0,628.89,3
C32029,1,4,701.44,175.36,4.0,175.36,1.0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,701.44,4.0,701.44,0
C32121,1,4,795.24,198.81,9.0,198.81,0.4444444444444444,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,795.24,4.0,795.24,0
C32183,1,3,1985.67,661.89,6.0,661.89,0.5,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1985.67,3.0,1985.67,1
C32347,1,1,249.81,249.81,1.0,249.81,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,249.81,1.0,249.81,3
C32570,1,1,11.39,11.39,6.0,11.39,0.1666666666666666,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11.39,1.0,11.39,3
C32580,1,5,1874.95,374.99,9.0,374.99,0.5555555555555556,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1874.95,5.0,1874.95,1
C32650,1,2,1210.52,605.26,4.0,605.26,0.5,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1210.52,2.0,1210.52,3
C32687,1,2,852.44,426.22,7.0,426.22,0.2857142857142857,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,852.44,2.0,852.44,3
C32798,1,2,993.24,496.62,2.0,496.62,1.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,993.24,2.0,993.24,3
C32854,1,1,65.45,65.45,2.0,65.45,0.5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,65.45,1.0,65.45,3
C32943,1,2,824.28,412.14,2.0,412.14,1.0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,824.28,2.0,824.28,3
C32956,1,5,2715.8,543.16,6.0,543.1600000000001,0.8333333333333334,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2715.8,5.0,2715.8,1
C32960,1,5,2223.8,444.76,7.0,444.7600000000001,0.7142857142857143,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2223.8,5.0,2223.8,1
C33051,1,2,883.08,441.54,2.0,441.54,1.0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,883.08,2.0,883.08,3
C33099,1,5,241.9,48.38,9.0,48.38,0.5555555555555556,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,241.9,5.0,241.9,0
C33110,1,3,1584.42,528.14,3.0,528.14,1.0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1584.42,3.0,1584.42,1
C33220,1,4,1852.16,463.04,9.0,463.04,0.4444444444444444,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1852.16,4.0,1852.16,1
C33260,1,3,1270.59,423.53,6.0,423.53,0.5,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1270.59,3.0,1270.59,1
C33313,1,3,1738.65,579.55,8.0,579.5500000000001,0.375,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1738.65,3.0,1738.65,1
C33315,1,3,1687.65,562.55,6.0,562.5500000000001,0.5,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1687.65,3.0,1687.65,1
C33540,1,1,273.19,273.19,5.0,273.19,0.2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,273.19,1.0,273.19,3
C33634,1,4,2355.4,588.85,7.0,588.85,0.5714285714285714,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2355.4,4.0,2355.4,1
C33729,1,3,1978.71,659.57,6.0,659.57,0.5,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1978.71,3.0,1978.71,1
C33744,1,4,2307.48,576.87,5.0,576.87,0.8,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2307.48,4.0,2307.48,1
C33802,1,1,604.87,604.87,4.0,604.87,0.25,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,604.87,1.0,604.87,3
C34134,1,1,254.12,254.12,1.0,254.12,1.0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,254.12,1.0,254.12,3
C34266,1,4,2519.52,629.88,8.0,629.88,0.5,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2519.52,4.0,2519.52,1
C34337,1,5,950.55,190.11,7.0,190.11,0.7142857142857143,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,950.55,5.0,950.55,0
C34416,1,2,99.24,49.62,2.0,49.62,1.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,99.24,2.0,99.24,3
C34555,1,1,372.8,372.8,6.0,372.8,0.1666666666666666,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,372.8,1.0,372.8,3
C34686,1,1,68.39,68.39,3.0,68.39,0.3333333333333333,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,68.39,1.0,68.39,3
C35043,1,5,132.15,26.43,5.0,26.43,1.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,132.15,5.0,132.15,0
