OrderID,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice,Year,Month,Day,PricePerItem,CartUtilization,IsReferred
ORD200175,C78170,Chair,5,68.34,332 Main St,Debit Card,Pending,TRK71410605,6,WINTER15,Referral,341.7,2025,2,8,68.34,0.8333333333333334,1
ORD200176,C80151,Tablet,4,430.83,553 Main St,Gift Card,Pending,TRK88251529,8,WINTER15,Referral,1723.32,2025,6,28,430.83,0.5,1
ORD200177,C55632,Chair,5,431.69,354 Main St,Credit Card,Pending,TRK13003066,10,No coupon,Facebook,2158.45,2023,8,5,431.68999999999994,0.5,1
ORD200178,C53070,Chair,4,512.06,283 Main St,Online,Delivered,TRK49791755,5,SAVE10,Google,2048.24,2024,4,11,512.06,0.8,1
ORD200179,C27401,Laptop,3,539.91,500 Main St,Credit Card,Delivered,TRK14332053,8,No coupon,Email,1619.73,2024,11,24,539.91,0.375,1
ORD200180,C87216,Tablet,5,316.07,970 Main St,Cash,Returned,TRK18713727,10,No coupon,Google,1580.35,2023,3,18,316.07,0.5,1
ORD200181,C38966,Printer,5,404.39,247 Main St,Online,Shipped,TRK17205146,10,No coupon,Referral,2021.95,2024,8,31,404.39,0.5,1
ORD200182,C16612,Desk,1,600.54,596 Main St,Debit Card,Pending,TRK96188223,4,WINTER15,Google,600.54,2025,3,19,600.54,0.25,1
ORD200183,C39246,Monitor,5,186.28,258 Main St,Debit Card,Delivered,TRK16658182,8,SAVE10,Email,931.4,2024,4,18,186.28,0.625,1
ORD200184,C65180,Tablet,4,214.54,231 Main St,Gift Card,Cancelled,TRK39255469,7,No coupon,Referral,858.16,2024,4,4,214.54,0.5714285714285714,1
ORD200185,C46877,Laptop,1,210.7,572 Main St,Online,Shipped,TRK96935978,2,WINTER15,Referral,210.7,2025,2,2,210.7,0.5,1
ORD200186,C30334,Phone,2,133.55,322 Main St,Cash,Pending,TRK66388885,7,FREESHIP,Facebook,267.1,2023,12,7,133.55,0.2857142857142857,1
ORD200187,C21227,Chair,1,590.87,689 Main St,Gift Card,Returned,TRK79129657,6,FREESHIP,Referral,590.87,2023,2,8,590.87,0.16666666666666666,1
ORD200188,C97715,Chair,2,363.91,927 Main St,Gift Card,Shipped,TRK19515949,2,FREESHIP,Referral,727.82,2025,3,15,363.91,1.0,1
ORD200189,C48939,Printer,5,429.45,597 Main St,Gift Card,Cancelled,TRK62786764,5,WINTER15,Email,2147.25,2023,7,5,429.45,1.0,1
ORD200190,C35483,Printer,3,223.7,725 Main St,Cash,Returned,TRK79638203,3,SAVE10,Email,671.1,2024,8,31,223.70000000000002,1.0,1
ORD200191,C51494,Laptop,2,488.87,505 Main St,Online,Cancelled,TRK58520306,4,FREESHIP,Google,977.74,2025,3,8,488.87,0.5,1
ORD200192,C58410,Desk,1,645.46,151 Main St,Gift Card,Cancelled,TRK19749672,5,SAVE10,Google,645.46,2023,8,11,645.46,0.2,1
ORD200193,C11644,Printer,1,46.66,429 Main St,Cash,Cancelled,TRK81320339,6,No coupon,Google,46.66,2023,7,21,46.66,0.16666666666666666,1
ORD200194,C53501,Monitor,1,249.57,899 Main St,Cash,Shipped,TRK90144892,3,FREESHIP,Google,249.57,2024,6,8,249.57,0.3333333333333333,1
ORD200195,C63619,Chair,3,619.21,801 Main St,Debit Card,Cancelled,TRK65385674,6,No coupon,Email,1857.63,2024,4,22,619.21,0.5,1
ORD200196,C40882,Desk,4,217.13,719 Main St,Cash,Delivered,TRK64165503,8,WINTER15,Email,868.52,2025,1,24,217.13,0.5,1
ORD200197,C80135,Laptop,5,221.51,723 Main St,Cash,Returned,TRK95222269,5,WINTER15,Referral,1107.55,2023,8,27,221.51,1.0,1
ORD200198,C37594,Laptop,4,340.3,926 Main St,Cash,Cancelled,TRK94405162,8,SAVE10,Referral,1361.2,2024,6,11,340.3,0.5,1
ORD200199,C87524,Phone,1,625.0,358 Main St,Online,Returned,TRK21114341,5,WINTER15,Google,625.0,2025,1,23,625.0,0.2,1
ORD200200,C97681,Tablet,5,433.26,895 Main St,Credit Card,Delivered,TRK37531040,9,SAVE10,Google,2166.3,2025,6,7,433.26000000000005,0.5555555555555556,1
ORD200201,C10126,Monitor,2,674.9,146 Main St,Online,Shipped,TRK75607531,4,SAVE10,Facebook,1349.8,2023,6,18,674.9,0.5,1
ORD200202,C36938,Monitor,3,253.98,636 Main St,Credit Card,Cancelled,TRK52522904,3,FREESHIP,Email,761.94,2025,2,6,253.98000000000002,1.0,1
ORD200203,C99173,Printer,3,356.84,172 Main St,Online,Shipped,TRK89849342,5,SAVE10,Instagram,1070.52,2025,1,21,356.84,0.6,1
ORD200204,C99775,Laptop,4,413.71,478 Main St,Gift Card,Cancelled,TRK21638425,9,FREESHIP,Facebook,1654.84,2023,9,5,413.71,0.4444444444444444,1
ORD200205,C19266,Desk,3,147.39,609 Main St,Debit Card,Returned,TRK58357269,3,No coupon,Email,442.17,2023,3,4,147.39000000000001,1.0,1
ORD200206,C31072,Laptop,4,229.1,729 Main St,Gift Card,Returned,TRK77172975,8,WINTER15,Email,916.4,2024,4,16,229.1,0.5,1
ORD200207,C54595,Phone,1,121.96,999 Main St,Debit Card,Delivered,TRK44416659,3,No coupon,Google,121.96,2025,3,18,121.96,0.3333333333333333,1
ORD200208,C87777,Desk,2,408.32,597 Main St,Online,Shipped,TRK29003608,3,FREESHIP,Facebook,816.64,2024,10,8,408.32,0.6666666666666666,1
ORD200209,C35854,Tablet,5,187.97,706 Main St,Cash,Returned,TRK30615168,9,SAVE10,Google,939.85,2023,8,29,187.97,0.5555555555555556,1
ORD200210,C93821,Chair,3,358.48,513 Main St,Gift Card,Delivered,TRK10658539,7,FREESHIP,Facebook,1075.44,2024,12,5,358.48,0.42857142857142855,1
ORD200211,C54390,Printer,3,193.58,185 Main St,Gift Card,Pending,TRK83853742,7,FREESHIP,Email,580.74,2025,1,3,193.58,0.42857142857142855,1
ORD200212,C53215,Monitor,1,265.38,367 Main St,Credit Card,Cancelled,TRK34751835,6,WINTER15,Email,265.38,2023,6,20,265.38,0.16666666666666666,1
ORD200213,C71122,Laptop,1,634.4,317 Main St,Cash,Cancelled,TRK54757882,6,SAVE10,Email,634.4,2023,4,20,634.4,0.16666666666666666,1
ORD200214,C29483,Desk,4,305.72,673 Main St,Online,Delivered,TRK89423603,5,No coupon,Facebook,1222.88,2024,8,21,305.72,0.8,1
ORD200215,C26767,Printer,1,303.6,432 Main St,Cash,Shipped,TRK24585307,5,FREESHIP,Facebook,303.6,2023,8,10,303.6,0.2,1
ORD200216,C70492,Monitor,4,496.0,811 Main St,Online,Cancelled,TRK84625405,8,WINTER15,Google,1984.0,2025,4,15,496.0,0.5,1
ORD200217,C61549,Desk,4,321.51,908 Main St,Cash,Returned,TRK65596914,9,No coupon,Google,1286.04,2024,5,20,321.51,0.4444444444444444,1
ORD200218,C11665,Tablet,3,112.46,882 Main St,Gift Card,Shipped,TRK10993930,6,SAVE10,Instagram,337.38,2023,4,28,112.46,0.5,1
ORD200219,C48946,Laptop,5,61.97,457 Main St,Cash,Delivered,TRK99387220,6,SAVE10,Email,309.85,2025,5,2,61.970000000000006,0.8333333333333334,1
ORD200220,C79506,Laptop,2,373.17,497 Main St,Credit Card,Pending,TRK95188748,6,SAVE10,Referral,746.34,2023,7,18,373.17,0.3333333333333333,1
ORD200221,C93473,Tablet,5,639.37,552 Main St,Debit Card,Pending,TRK50003989,6,SAVE10,Google,3196.85,2024,2,23,639.37,0.8333333333333334,1
ORD200222,C43124,Chair,4,693.36,931 Main St,Online,Shipped,TRK17293348,8,No coupon,Instagram,2773.44,2023,5,4,693.36,0.5,1
ORD200223,C22783,Phone,4,692.91,673 Main St,Credit Card,Pending,TRK55009149,9,SAVE10,Instagram,2771.64,2024,9,11,692.91,0.4444444444444444,1
ORD200224,C18567,Printer,4,91.46,507 Main St,Cash,Cancelled,TRK17554673,9,SAVE10,Referral,365.84,2023,9,23,91.46,0.4444444444444444,1
ORD200225,C99879,Phone,3,273.96,692 Main St,Debit Card,Returned,TRK50246700,8,SAVE10,Google,821.88,2024,3,13,273.96,0.375,1
ORD200226,C31501,Desk,3,588.05,242 Main St,Gift Card,Delivered,TRK93063929,8,No coupon,Instagram,1764.15,2025,6,27,588.0500000000001,0.375,1
ORD200227,C93220,Monitor,2,365.17,353 Main St,Online,Cancelled,TRK89023251,4,FREESHIP,Facebook,730.34,2023,11,2,365.17,0.5,1
ORD200228,C57867,Chair,4,385.92,579 Main St,Credit Card,Cancelled,TRK92055007,8,No coupon,Instagram,1543.68,2023,5,17,385.92,0.5,1
ORD200229,C62622,Tablet,1,562.61,762 Main St,Credit Card,Delivered,TRK70997648,3,WINTER15,Facebook,562.61,2025,3,28,562.61,0.3333333333333333,1
ORD200230,C94595,Desk,4,61.91,948 Main St,Gift Card,Delivered,TRK24497305,6,WINTER15,Email,247.64,2023,12,16,61.91,0.6666666666666666,1
ORD200231,C30955,Phone,4,41.9,327 Main St,Gift Card,Pending,TRK46898848,9,FREESHIP,Instagram,167.6,2023,11,5,41.9,0.4444444444444444,1
ORD200232,C20731,Printer,4,444.44,610 Main St,Debit Card,Cancelled,TRK75568437,8,WINTER15,Google,1777.76,2023,5,19,444.44,0.5,1
ORD200233,C30168,Phone,3,311.33,146 Main St,Cash,Cancelled,TRK73699939,3,WINTER15,Instagram,933.99,2024,8,24,311.33,1.0,1
ORD200234,C79842,Printer,4,236.41,337 Main St,Debit Card,Pending,TRK26957950,7,SAVE10,Google,945.64,2024,11,26,236.41,0.5714285714285714,1
ORD200235,C32854,Desk,1,65.45,815 Main St,Cash,Pending,TRK30009218,2,WINTER15,Google,65.45,2023,2,20,65.45,0.5,1
ORD200236,C14847,Monitor,1,318.81,562 Main St,Debit Card,Pending,TRK39663243,3,WINTER15,Email,318.81,2023,1,1,318.81,0.3333333333333333,1
ORD200237,C88645,Monitor,3,583.72,783 Main St,Credit Card,Shipped,TRK74097570,5,FREESHIP,Facebook,1751.16,2024,3,14,583.72,0.6,1
ORD200238,C66149,Desk,4,384.32,770 Main St,Credit Card,Pending,TRK76307307,6,WINTER15,Google,1537.28,2024,12,13,384.32,0.6666666666666666,1
ORD200239,C20256,Tablet,3,538.74,456 Main St,Online,Shipped,TRK71127943,6,FREESHIP,Email,1616.22,2024,12,11,538.74,0.5,1
ORD200240,C14983,Tablet,1,17.24,255 Main St,Online,Pending,TRK93444157,2,FREESHIP,Instagram,17.24,2023,7,12,17.24,0.5,1
ORD200241,C20817,Chair,5,615.67,407 Main St,Online,Pending,TRK44164590,6,SAVE10,Email,3078.35,2023,5,16,615.67,0.8333333333333334,1
ORD200242,C94921,Printer,2,219.1,134 Main St,Online,Pending,TRK97794327,4,SAVE10,Referral,438.2,2023,5,9,219.1,0.5,1
ORD200243,C54725,Chair,2,144.66,506 Main St,Online,Cancelled,TRK30601940,7,FREESHIP,Google,289.32,2025,5,9,144.66,0.2857142857142857,1
ORD200244,C98096,Desk,2,317.77,838 Main St,Debit Card,Cancelled,TRK51518631,4,WINTER15,Facebook,635.54,2023,2,16,317.77,0.5,1
ORD200245,C12667,Laptop,1,223.3,306 Main St,Online,Returned,TRK25390491,1,No coupon,Facebook,223.3,2025,4,20,223.3,1.0,1
ORD200246,C55354,Desk,2,342.11,164 Main St,Gift Card,Shipped,TRK15439493,2,WINTER15,Instagram,684.22,2024,8,30,342.11,1.0,1
ORD200247,C14600,Printer,2,220.9,785 Main St,Gift Card,Shipped,TRK84984764,4,No coupon,Email,441.8,2023,7,20,220.9,0.5,1
ORD200248,C97187,Laptop,1,670.54,471 Main St,Cash,Shipped,TRK62283713,6,FREESHIP,Referral,670.54,2023,7,2,670.54,0.16666666666666666,1
ORD200249,C39106,Printer,1,546.19,245 Main St,Cash,Pending,TRK35464433,5,FREESHIP,Referral,546.19,2024,2,7,546.19,0.2,1
ORD200250,C93379,Desk,3,42.95,318 Main St,Gift Card,Returned,TRK67954150,8,SAVE10,Email,128.85,2023,4,5,42.949999999999996,0.375,1
ORD200251,C93175,Monitor,4,14.69,814 Main St,Cash,Cancelled,TRK32995144,9,No coupon,Email,58.76,2025,5,15,14.69,0.4444444444444444,1
ORD200252,C19648,Phone,4,668.36,821 Main St,Gift Card,Cancelled,TRK51297879,5,FREESHIP,Facebook,2673.44,2024,9,20,668.36,0.8,1
ORD200253,C14891,Chair,4,413.74,743 Main St,Gift Card,Returned,TRK79471534,7,FREESHIP,Instagram,1654.96,2024,3,23,413.74,0.5714285714285714,1
ORD200254,C10866,Monitor,3,263.19,770 Main St,Online,Delivered,TRK34809583,5,No coupon,Instagram,789.57,2023,12,26,263.19,0.6,1
ORD200255,C47283,Monitor,1,263.96,806 Main St,Gift Card,Returned,TRK56235117,2,SAVE10,Google,263.96,2024,5,13,263.96,0.5,1
ORD200256,C94323,Chair,5,75.81,463 Main St,Gift Card,Returned,TRK22663277,10,WINTER15,Instagram,379.05,2025,6,30,75.81,0.5,1
ORD200257,C89732,Phone,1,406.22,712 Main St,Credit Card,Cancelled,TRK41059233,5,SAVE10,Referral,406.22,2024,4,23,406.22,0.2,1
ORD200258,C87764,Tablet,2,103.41,294 Main St,Online,Shipped,TRK94082469,2,FREESHIP,Referral,206.82,2024,2,26,103.41,1.0,1
ORD200259,C20977,Chair,4,435.12,636 Main St,Credit Card,Delivered,TRK54991561,9,SAVE10,Instagram,1740.48,2023,6,11,435.12,0.4444444444444444,1
ORD200260,C12245,Monitor,2,407.79,153 Main St,Debit Card,Shipped,TRK22000463,3,No coupon,Google,815.58,2023,5,17,407.79,0.6666666666666666,1
ORD200261,C68976,Phone,5,173.65,460 Main St,Gift Card,Delivered,TRK25491356,9,SAVE10,Email,868.25,2025,5,28,173.65,0.5555555555555556,1
ORD200262,C69476,Phone,4,249.07,642 Main St,Credit Card,Returned,TRK65869386,5,WINTER15,Referral,996.28,2023,1,10,249.07,0.8,1
ORD200263,C71040,Phone,4,434.85,250 Main St,Credit Card,Pending,TRK41397604,4,WINTER15,Google,1739.4,2023,3,25,434.85,1.0,1
ORD200264,C71035,Tablet,1,436.77,977 Main St,Cash,Returned,TRK19599578,5,FREESHIP,Google,436.77,2024,8,3,436.77,0.2,1
ORD200265,C20752,Printer,1,572.13,150 Main St,Debit Card,Cancelled,TRK22298450,4,SAVE10,Google,572.13,2023,12,22,572.13,0.25,1
ORD200266,C38840,Chair,4,583.07,589 Main St,Credit Card,Cancelled,TRK48484633,6,FREESHIP,Referral,2332.28,2024,6,8,583.07,0.6666666666666666,1
ORD200267,C84480,Chair,5,468.51,803 Main St,Debit Card,Delivered,TRK62361867,9,No coupon,Facebook,2342.55,2025,4,17,468.51000000000005,0.5555555555555556,1
ORD200268,C37032,Phone,2,423.88,655 Main St,Debit Card,Delivered,TRK48639226,7,SAVE10,Referral,847.76,2023,8,11,423.88,0.2857142857142857,1
ORD200269,C48942,Tablet,4,663.67,129 Main St,Credit Card,Pending,TRK29355120,7,FREESHIP,Google,2654.68,2023,11,25,663.67,0.5714285714285714,1
ORD200270,C13540,Printer,4,309.91,127 Main St,Debit Card,Shipped,TRK81087373,5,WINTER15,Google,1239.64,2023,6,4,309.91,0.8,1
ORD200271,C59572,Monitor,1,542.07,791 Main St,Cash,Shipped,TRK16792991,6,WINTER15,Referral,542.07,2023,3,28,542.07,0.16666666666666666,1
ORD200272,C29758,Chair,2,399.32,119 Main St,Online,Pending,TRK12990043,6,WINTER15,Instagram,798.64,2023,9,19,399.32,0.3333333333333333,1
ORD200273,C11849,Tablet,2,238.25,974 Main St,Online,Cancelled,TRK91195261,7,FREESHIP,Email,476.5,2024,10,27,238.25,0.2857142857142857,1
ORD200274,C50967,Phone,2,182.4,884 Main St,Gift Card,Cancelled,TRK65300814,5,SAVE10,Referral,364.8,2023,2,4,182.4,0.4,1
ORD200275,C80735,Chair,2,65.07,360 Main St,Credit Card,Cancelled,TRK99880231,4,SAVE10,Google,130.14,2023,11,4,65.07,0.5,1
ORD200276,C99050,Printer,2,600.57,654 Main St,Debit Card,Returned,TRK56927089,3,WINTER15,Instagram,1201.14,2025,3,29,600.57,0.6666666666666666,1
ORD200277,C11210,Chair,5,90.92,910 Main St,Credit Card,Delivered,TRK44929965,9,SAVE10,Facebook,454.6,2024,9,9,90.92,0.5555555555555556,1
ORD200278,C46015,Laptop,5,362.46,299 Main St,Cash,Delivered,TRK46598430,6,FREESHIP,Instagram,1812.3,2024,11,18,362.46,0.8333333333333334,1
ORD200279,C69167,Chair,3,55.01,263 Main St,Online,Pending,TRK12425655,7,WINTER15,Email,165.03,2023,10,20,55.01,0.42857142857142855,1
ORD200280,C55388,Tablet,3,404.62,740 Main St,Gift Card,Delivered,TRK75741001,6,FREESHIP,Instagram,1213.86,2023,3,27,404.61999999999995,0.5,1
ORD200281,C87181,Desk,4,654.79,195 Main St,Cash,Pending,TRK60093390,9,No coupon,Referral,2619.16,2023,7,27,654.79,0.4444444444444444,1
ORD200282,C30411,Printer,4,637.79,375 Main St,Gift Card,Cancelled,TRK71810536,9,FREESHIP,Google,2551.16,2025,4,22,637.79,0.4444444444444444,1
ORD200283,C39638,Laptop,4,540.33,990 Main St,Cash,Shipped,TRK69745608,6,No coupon,Google,2161.32,2025,2,28,540.33,0.6666666666666666,1
ORD200284,C27203,Laptop,5,208.17,516 Main St,Credit Card,Returned,TRK22023906,6,SAVE10,Facebook,1040.85,2023,2,16,208.17,0.8333333333333334,1
ORD200285,C67583,Phone,1,338.31,974 Main St,Online,Delivered,TRK93281700,3,No coupon,Google,338.31,2025,6,10,338.31,0.3333333333333333,1
ORD200286,C70554,Monitor,3,139.45,187 Main St,Gift Card,Returned,TRK61086952,8,WINTER15,Google,418.35,2025,4,7,139.45000000000002,0.375,1
ORD200287,C70437,Chair,4,655.18,630 Main St,Online,Shipped,TRK26628830,5,No coupon,Facebook,2620.72,2023,11,24,655.18,0.8,1
ORD200288,C97643,Laptop,4,512.75,537 Main St,Debit Card,Returned,TRK60831391,8,WINTER15,Google,2051.0,2023,3,12,512.75,0.5,1
ORD200289,C17136,Chair,4,160.49,333 Main St,Credit Card,Shipped,TRK55362541,8,WINTER15,Referral,641.96,2023,7,26,160.49,0.5,1
ORD200290,C24901,Chair,3,99.9,258 Main St,Cash,Delivered,TRK14029489,8,FREESHIP,Facebook,299.7,2023,5,5,99.89999999999999,0.375,1
ORD200291,C61521,Phone,2,345.01,670 Main St,Credit Card,Delivered,TRK93676567,6,FREESHIP,Google,690.02,2024,5,12,345.01,0.3333333333333333,1
ORD200292,C39639,Monitor,1,65.95,185 Main St,Credit Card,Delivered,TRK31042152,5,No coupon,Facebook,65.95,2025,1,15,65.95,0.2,1
ORD200293,C33220,Tablet,4,463.04,564 Main St,Gift Card,Returned,TRK40450219,9,No coupon,Instagram,1852.16,2023,2,16,463.04,0.4444444444444444,1
ORD200294,C65414,Phone,2,297.71,208 Main St,Online,Shipped,TRK67562517,7,SAVE10,Referral,595.42,2025,4,1,297.71,0.2857142857142857,1
ORD200295,C49009,Printer,5,107.48,278 Main St,Debit Card,Cancelled,TRK46285799,9,FREESHIP,Email,537.4,2023,1,25,107.47999999999999,0.5555555555555556,1
ORD200296,C48453,Desk,5,638.8,434 Main St,Debit Card,Cancelled,TRK52110494,10,WINTER15,Referral,3194.0,2024,6,19,638.8,0.5,1
ORD200297,C68078,Desk,2,493.88,252 Main St,Credit Card,Returned,TRK64862812,7,SAVE10,Instagram,987.76,2023,2,22,493.88,0.2857142857142857,1
ORD200298,C19402,Printer,4,301.17,267 Main St,Online,Cancelled,TRK97825212,6,No coupon,Email,1204.68,2023,12,19,301.17,0.6666666666666666,1
ORD200299,C30711,Monitor,1,278.66,856 Main St,Gift Card,Cancelled,TRK42696593,2,FREESHIP,Instagram,278.66,2024,1,20,278.66,0.5,1
ORD200300,C39000,Phone,1,287.46,894 Main St,Debit Card,Returned,TRK33753945,3,FREESHIP,Facebook,287.46,2024,9,2,287.46,0.3333333333333333,1
ORD200301,C31105,Chair,1,583.99,726 Main St,Cash,Cancelled,TRK40149095,2,SAVE10,Email,583.99,2023,5,11,583.99,0.5,1
ORD200302,C29432,Chair,3,468.74,121 Main St,Cash,Pending,TRK44142517,4,FREESHIP,Instagram,1406.22,2023,5,16,468.74,0.75,1
ORD200303,C48531,Tablet,1,30.54,368 Main St,Debit Card,Returned,TRK95462192,1,No coupon,Google,30.54,2024,12,7,30.54,1.0,1
ORD200304,C86762,Monitor,5,408.73,326 Main St,Gift Card,Delivered,TRK75686292,10,FREESHIP,Instagram,2043.65,2024,10,18,408.73,0.5,1
ORD200305,C63822,Laptop,4,126.89,235 Main St,Cash,Pending,TRK59353216,9,FREESHIP,Instagram,507.56,2023,11,25,126.89,0.4444444444444444,1
ORD200306,C70495,Printer,2,57.07,238 Main St,Debit Card,Returned,TRK65511225,3,SAVE10,Instagram,114.14,2024,6,7,57.07,0.6666666666666666,1
ORD200307,C92407,Laptop,3,557.41,135 Main St,Online,Delivered,TRK11755610,4,No coupon,Email,1672.23,2023,7,1,557.41,0.75,1
ORD200308,C75888,Printer,3,448.9,790 Main St,Debit Card,Returned,TRK98467398,7,SAVE10,Instagram,1346.7,2023,12,11,448.90000000000003,0.42857142857142855,1
ORD200309,C63153,Chair,4,549.76,625 Main St,Debit Card,Delivered,TRK38033305,4,FREESHIP,Facebook,2199.04,2023,10,3,549.76,1.0,1
ORD200310,C85863,Printer,3,132.48,968 Main St,Online,Shipped,TRK16094218,4,No coupon,Referral,397.44,2024,2,24,132.48,0.75,1
ORD200311,C71698,Desk,5,489.37,274 Main St,Online,Returned,TRK34786818,8,No coupon,Instagram,2446.85,2025,5,17,489.37,0.625,1
ORD200312,C35397,Printer,5,66.31,579 Main St,Gift Card,Pending,TRK64742535,7,FREESHIP,Referral,331.55,2025,5,24,66.31,0.7142857142857143,1
ORD200313,C67687,Chair,2,434.3,978 Main St,Cash,Delivered,TRK22838735,7,SAVE10,Instagram,868.6,2023,7,9,434.3,0.2857142857142857,1
ORD200314,C29931,Desk,4,153.09,540 Main St,Online,Delivered,TRK48712417,4,FREESHIP,Referral,612.36,2023,10,4,153.09,1.0,1
ORD200315,C59139,Tablet,5,91.67,301 Main St,Online,Cancelled,TRK45507090,9,FREESHIP,Email,458.35,2025,5,12,91.67,0.5555555555555556,1
ORD200316,C66078,Desk,4,275.28,101 Main St,Gift Card,Shipped,TRK86474559,9,WINTER15,Facebook,1101.12,2023,10,2,275.28,0.4444444444444444,1
ORD200317,C88370,Monitor,2,139.95,339 Main St,Online,Returned,TRK22575151,5,No coupon,Instagram,279.9,2023,4,10,139.95,0.4,1
ORD200318,C93375,Chair,3,148.72,317 Main St,Debit Card,Cancelled,TRK95706967,7,SAVE10,Google,446.16,2024,7,27,148.72,0.42857142857142855,1
ORD200319,C53049,Laptop,2,563.06,413 Main St,Cash,Returned,TRK48974907,6,No coupon,Instagram,1126.12,2023,12,2,563.06,0.3333333333333333,1
ORD200320,C55590,Printer,1,625.51,772 Main St,Credit Card,Shipped,TRK48792951,1,FREESHIP,Facebook,625.51,2024,12,19,625.51,1.0,1
ORD200321,C47086,Phone,4,152.29,135 Main St,Debit Card,Cancelled,TRK44194358,6,WINTER15,Google,609.16,2023,8,9,152.29,0.6666666666666666,1
ORD200322,C48646,Phone,5,231.82,339 Main St,Debit Card,Delivered,TRK18233748,6,SAVE10,Facebook,1159.1,2024,6,14,231.82,0.8333333333333334,1
ORD200323,C29416,Laptop,1,150.17,414 Main St,Debit Card,Returned,TRK63820842,1,SAVE10,Referral,150.17,2025,1,26,150.17,1.0,1
ORD200324,C13525,Tablet,3,70.93,847 Main St,Debit Card,Returned,TRK70193221,5,No coupon,Referral,212.79,2024,6,13,70.92999999999999,0.6,1
ORD200325,C53545,Desk,3,361.39,665 Main St,Credit Card,Shipped,TRK61123177,8,No coupon,Referral,1084.17,2023,6,29,361.39000000000004,0.375,1
ORD200327,C17302,Phone,1,359.99,385 Main St,Gift Card,Cancelled,TRK43940016,5,SAVE10,Email,359.99,2023,7,25,359.99,0.2,1
ORD200329,C88371,Chair,4,283.16,306 Main St,Credit Card,Shipped,TRK63224811,6,No coupon,Google,1132.64,2024,12,25,283.16,0.6666666666666666,1
ORD200330,C38068,Desk,5,260.53,532 Main St,Gift Card,Pending,TRK54059198,5,SAVE10,Instagram,1302.65,2024,6,2,260.53000000000003,1.0,1
ORD200331,C78724,Printer,3,422.13,187 Main St,Online,Delivered,TRK25703134,7,SAVE10,Facebook,1266.39,2023,4,15,422.13000000000005,0.42857142857142855,1
ORD200332,C26163,Desk,5,125.02,607 Main St,Debit Card,Pending,TRK67499316,9,SAVE10,Google,625.1,2024,7,3,125.02000000000001,0.5555555555555556,1
ORD200333,C87124,Phone,1,198.51,818 Main St,Credit Card,Returned,TRK52086740,5,WINTER15,Instagram,198.51,2024,4,16,198.51,0.2,1
ORD200334,C90348,Chair,4,224.75,728 Main St,Online,Delivered,TRK20635777,7,WINTER15,Facebook,899.0,2024,3,26,224.75,0.5714285714285714,1
ORD200335,C58721,Tablet,3,205.86,978 Main St,Gift Card,Shipped,TRK34801199,4,No coupon,Email,617.58,2025,3,3,205.86,0.75,1
ORD200336,C88174,Laptop,1,18.2,441 Main St,Debit Card,Pending,TRK10143345,4,SAVE10,Instagram,18.2,2023,12,29,18.2,0.25,1
ORD200337,C77763,Tablet,3,502.77,599 Main St,Debit Card,Returned,TRK66980447,8,WINTER15,Email,1508.31,2023,5,29,502.77,0.375,1
ORD200338,C53627,Phone,5,305.49,704 Main St,Debit Card,Shipped,TRK64112352,10,No coupon,Referral,1527.45,2023,11,8,305.49,0.5,1
ORD200339,C84563,Printer,2,236.33,398 Main St,Online,Pending,TRK62422797,3,SAVE10,Instagram,472.66,2024,4,10,236.33,0.6666666666666666,1
ORD200340,C76207,Laptop,5,521.25,826 Main St,Cash,Cancelled,TRK25569378,8,No coupon,Email,2606.25,2023,4,23,521.25,0.625,1
ORD200341,C94671,Tablet,1,167.15,293 Main St,Gift Card,Shipped,TRK61357272,5,WINTER15,Email,167.15,2024,9,23,167.15,0.2,1
ORD200342,C69994,Monitor,5,466.42,619 Main St,Gift Card,Returned,TRK95935805,5,No coupon,Referral,2332.1,2025,6,24,466.41999999999996,1.0,1
ORD200343,C64638,Printer,1,527.57,919 Main St,Debit Card,Pending,TRK64087938,3,FREESHIP,Facebook,527.57,2023,2,26,527.57,0.3333333333333333,1
ORD200344,C95623,Tablet,3,623.34,248 Main St,Online,Cancelled,TRK67558189,3,SAVE10,Instagram,1870.02,2025,3,6,623.34,1.0,1
ORD200345,C24751,Tablet,5,501.26,259 Main St,Gift Card,Shipped,TRK37285406,10,FREESHIP,Referral,2506.3,2023,12,7,501.26000000000005,0.5,1
ORD200346,C31764,Tablet,1,655.09,876 Main St,Cash,Pending,TRK44680433,6,No coupon,Referral,655.09,2024,12,6,655.09,0.16666666666666666,1
ORD200347,C83556,Printer,4,264.79,380 Main St,Credit Card,Pending,TRK21109187,5,SAVE10,Google,1059.16,2024,2,3,264.79,0.8,1
ORD200348,C24369,Laptop,3,359.73,885 Main St,Debit Card,Returned,TRK72633998,7,FREESHIP,Email,1079.19,2024,3,13,359.73,0.42857142857142855,1
ORD200349,C39648,Chair,1,465.33,824 Main St,Gift Card,Delivered,TRK56016905,2,FREESHIP,Google,465.33,2023,11,30,465.33,0.5,1
ORD200350,C13296,Chair,2,54.41,495 Main St,Online,Shipped,TRK60127216,6,No coupon,Instagram,108.82,2023,6,3,54.41,0.3333333333333333,1
ORD200351,C94248,Laptop,1,64.66,494 Main St,Debit Card,Delivered,TRK89406816,4,No coupon,Instagram,64.66,2025,2,15,64.66,0.25,1
